post_id	tweet_text	cord_uid
13858	Dietary supplementation with Biobran/MGN-3 boosts natural immunity and lowers the occurrence of flu-like illnesses in older individuals: a randomized, double-blind, placebo-controlled pilot clinical trial  ➡️ #inpst  #supplementation #flu	c1db9jlv
13859	#covid19 “two HEPA air purifiers close to aerosol source reduced aerosol exposure of uninfected participants by up to 65%  a combination of HEPA air purifiers &amp; universal face coverings reduced exposure by up to 90%” ..we have all the necessary tools to control the pandemic	dq3qunwe
13860	Significant french study showing long covid isn’t substantial at all. what you call long covid is fibrosis. it occurs in all viral infections including the flu and coronavirus (common cold). the hospitals aren’t filled with people with “long covid”.	i0wbfhu0
13861	Recent research indicates that wearing a mask reduces the likelihood of catching covid by over half. Similarly, frequent hand-sanitizing does the same. Maintaining social space cuts the risk by a quarter.	mja2qlpk
13862	SARS 1 from 2003. tested 17 years later in 2022. T cell immunity working fine against it. (T cells and long lasting immunity kept under wraps by big pharma)	ngywgodg
13863	hla-a*03:01 is linked to higher risk of fever, shivers, and more intense reaction to pfizer-biontech covid-19 vaccination	tljydrnu
13864	in vitro confirmation of the antiviral capability of metformin against sars-cov-2.  u of minnesota is currently running a randomized trial in combination with fluvoxamine or ivermectin.	x8erq4pc
13865	Goede suggestie zo'n qr-code die onderscheidt op vaccinatiestatus, het was eerder een startpunt⤵️   “artsen en volksgezondheidswerkers moeten overwegen dat geïnfecteerde personen die zijn gevaccineerd even besmettelijk zijn als ongevaccineerde personen”	52jtd51o
13866	tip #1 drink green tea regularly, not just when you feel you are getting unwell.  in vitro study: epigallocatechin gallate in green tea blocks infection of sars-cov-2 (wt &amp; variants) &amp; inhibits spike binding to ace2 receptor more effectively when epigallocatechin gallate already present.	ataabyg3
13867	we didn't anticipate it? 🧵  published in 2021 ⏳  the substantial resurgence of monkeypox in 2017 appears to have been driven by a combination of population growth, accumulation of unvaccinated cohorts, and decline in smallpox vaccine immunity.   1/4	frx9hfxg
13868	A current study published in nature concludes that video conferences hinder the creation of innovative ideas but are effective for choosing innovative ideas to pursue. now what?	qa6za0yf
13869	allosteric viewpoint on the variability and targetability of the sars-cov-2 spike protein	5o5go248
13870	or not...  covid-19 vaccines designed to elicit neutralising antibodies may sensitise vaccine recipients to more severe illness than if they were not vaccinated..this risk is sufficiently concealed in clinical trial protocols..	gw9hkw00
13871	Prolonged, persistent, or permanent (more than 12 to 24 months) loss of smell after #covid19 may serve as a marker to identify people with an increased long-term risk of neurological disease. a grim hypothesis by investigators published in lancet.	tdwkxwod
13872	Baylor Health, research now shows your vaccinated staff are now a threat to your patients,because they spread COVID,just like the unvaccinated, no exception. How can you tell any of your unvaccinated patients that your forced to vaccinate staff,will safeguard them?	sgo76prc
13873	So again viral load of breakthroughs is identical to unvaccinated. and 70-80% of breakthroughs are symptomatic. while i am a strong vax supporter, the only guaranteed thing is vax helps you avoid hospitalization. thats it. is it perfect? no. is it acceptable? yes	sgo76prc
13874	Very intriguing and significant study on cognitive decline with covid - also observed in non-hospitalized individuals. Another reason to curb the 4th wave and guarantee widespread vaccine coverage worldwide.	hg3xpej0
13875	'the ability to detect sars-cov-2 infection without knowledge of its unique antigens solely from cross-reactive antibody responses against other coronaviruses and alphacoronaviruses suggests a potential diagnostic strategy for the early stage of future pandemics'	6xc4j09c
13876	Journal of Affective Disorders: Is Google Trends a useful tool for monitoring mental and social distress during a public health crisis? A time-series analysis.	6xs4y2uw
13877	for every physical literacy skill, kids need to progress through a series of developmental stages to engage in health-enhancing physical activity for life 👉🏼	tjn8w95o
13878	if new covid-19 symptoms emerge then retesting is sensible.  if you haven't traveled anywhere then the risks are probably low and it is most likely still negative but that needs to be weighed against the consequences of a positive.	xh1iw8gf
13879	That is precisely the current situation.  peer-reviewed research published in respected medical journals indicates ivermectin has no impact against COVID better than a placebo but has plenty of undesirable side effects.	186wyg7t
13880	Isn't it possible that severe covid cases are correlated with covid denial, vaccine avoidance, anti-masking, etc?  Thus severe covid aftereffects are correlated with simply being slightly less intelligent to begin with?  🤔	hg3xpej0
13881	Republicans who saw endorsements of the vaccine from prominent Republicans reported higher vaccination intentions. Republicans who saw endorsements from Democrats were less likely to encourage vaccination &amp; had more negative attitudes toward the vaccine.	rztwiflt
13882	Graphene oxide nanosheets interact and interfere with SARS-CoV-2 surface proteins and cell receptors to suppress infectivity - PubMed	mpmrq3ta
13883	"good for the whiskey industry, huh?  ""over the 6-month period, excessive alcohol use and likely dependence increased month-by-month for those under lockdowns compared to those not under restrictions."""	g1zpqy18
13885	mr bernier, you say that  claims your chance of survival if you get covid is 0.05%. where does  claim this? this paper suggests your chance of death based on age would be ~10 times higher. i’m worried you have been misinformed.	33znyrn8
13886	"""these findings indicate that robust and lasting immunity may persist long-term in recovered covid-19 patients."""	1peg3502
13888	Scientists at Iowa State have described an enzyme that enables the coronavirus to evade antiviral medications. They elucidated the structure of a crucial enzyme called the proofreading exoribonuclease (or exon) that eliminates antivirals from the virus's RNA.	opi0t83z
13889	CD19 cell count at initial assessment forecasts B cell dynamics in multiple sclerosis patients treated with ocrelizumab. Should we adjust the dosage of the agent according to B cell count at initial assessment?  Read our new article!  #multiplesclerosis	4gfh3d6z
13890	5 were hospitalized; 1 hospitalized patient (50–59) was not immunized and had multiple underlying medical conditions. 4 fully vaccinated patients aged 20–70 years were also hospitalized, two had underlying conditions.	me08w1ir
13891	another impressive study to add to this thread. for delta (b.1.617.2), there are decreases in neutralization titres of sera collected from recipients of astrazeneca and pfizer’s vaccines but no evidence of widespread complete escape from neutralization	ziaiufzs
13892	Immunization with SARS coronavirus vaccines results in pulmonary immunopathology upon challenge with the SARS virus, Chien-te Tseng et al., PLOS ONE, 2012.	hb2lieh3
13893	This study of the first 1000 consecutive patients with covid-19 who received care in a new york medical center found a bimodal distribution for time to intubation, which could suggest a two-stage nature to the covid-19 disease process, say the authors	kztdc8vv
13894	"""Studies so far have found no proof that requiring masks for healthy people in the community would lower the spread of influenza and coronaviruses."""	h7ftu3ax
13895	we already know covid-19 can present in a multitude of unpredictable ways, with no universal symptoms. in at least five cases, the only symptom was persistent conjunctivitis	kjc1jdvz
13896	A low dosage of hydroxychloroquine decreases the mortality rate of severely ill patients with COVID-19 #lancet #oms #chloroquine	9ige2pwd
