post_id	tweet_text	cord_uid	bm25_topk	in_topx
10275	"such outdated models have no relevance after community transmission with a large proportion of unvaccinated having acquired robust natural immunity. rather late in the day for such models. this pandemic has spawned many ""mouse-click"" epidemiologists!"	55gugbs8	['bzn7wd36', 'd6a6nagk', '54fmvcl5', '13vixukm', 'c187k4yc']	0.0
10276	fit-tested N99 masks combined with portable HEPA filtration can protect against high aerosolized viral loads over prolonged periods at close range | the journal of infectious diseases | oxford academic	2bupc5jh	['2bupc5jh', 'dq3qunwe', 'ai60maqz', '4r96f92d', 'ys7azmv7']	1.0
10277	a case study of acute liver failure associated with mis-d in a 10 month neonate | fatal case | evidence of severe multi-organ involvement and prolonged disease | delayed onset in respect to sars-cov-2 infection	ov5wzfra	['cv6no7nw', 'ov5wzfra', '24ie3mhq', '0bdi3yxk', 'rnvc43go']	0.5
10278	👉rural adults were ~3x as likely as urban adults to decline vaccination &amp; 2x as likely as urban parents to deny vax for their kids. 👉nearly 40% of rural parents stated their kid's pediatrician didn't recommend vaccination, compared with 8% of parents in urban communities.  not good.	ovuh3qoh	['wrl7buxr', 'cj8djjac', 'njcrqfdr', 'ovuh3qoh', '53x6do07']	0.25
10279	Mitochondrial-apoptotic pathway involvement in remodeling during myogenesis and skeletal muscle atrophy	iaantqht	['iaantqht', 'tce6s88z', 'z4ikmd1f', '0mejd89o', 'e9uou6rr']	1.0
10280	The potential of food environment policies to decrease socioeconomic disparities in diets and to enhance nutritious diets among lower socioeconomic populations: an umbrella review - bmc pub #healthy food	tp6co59t	['tp6co59t', 'ber57pvj', '6wsa54w2', '3kl4p7h9', 'go5a3i4c']	1.0
10281	new-onset adult-onset still's disease-like syndrome following chadox1 ncov-19 vaccination—a case series with review of literature  20 year old male- chadox1ncov-19/oxford-astrazeneca   47 year old female   35 year old female	h87bv6gd	['omk29wlq', 'h87bv6gd', 'jaamms1g', 'dny9rgv9', 'whm2wkx2']	0.5
10282	“self-kindness - which broadly refers to being empathic and understanding towards oneself, as you might to a close friend in times of suffering - might be a protective factor for nurses’ psychological adjustment in the face of #covid19-related stress.”	pmvaxas6	['gsgbhqwl', 'qjfe2t9v', 'pdiyqdb3', 'fm8gril1', 'y30na770']	0.0
10283	"epidemiological studies, not just in infants: ""annual means of 23,352 excess deaths for rsv and 27,171  for influenza. this study implies that #rsv poses a greater risk than influenza to infants, while both are associated with substantial mortality among elderly individuals."""	40ej9jg7	['40ej9jg7', 'f2jzz41d', 'etokw9j7', 'wtqwghon', 'nuzt4jcf']	1.0
10284	“between 5 and 9 days after symptom appearance or after initial diagnosis with sars-cov-2 infection, 54% of persons had positive sars-cov-2 antigen test results…antigen tests might be a useful tool to guide recommendations for quarantine.”	n9kf6jgk	['n9kf6jgk', 'vxv7pq8v', 'ipon95io', '8n4zf9oo', 'qhbuvt1l']	1.0
10285	unless i'm misreading this, prior infection results in lower infectiousness than vaccination, including boosters.	a2xg7v07	['a2xg7v07', 'v0y734lu', 'p91vvukr', 'hjdt44rc', 'hxpqexi1']	1.0
10286	have any #longcovid patients with autonomic dysfunction tried stellate ganglion blockade? if so, did you experience any sustained positive clinical effect?	jbs3d5xo	['jbs3d5xo', 'g4ve91g5', 'l7zlby4y', 'iu2frsec', 'xii14gan']	1.0
10287	5/ a preprint evaluating the performance of rapid antigen tests finds it is not inferior to the #omicron variant in comparison to the delta variant. sensitivity improves with repeated testing, and varies based on duration of positive rt-pcr results.	qy4gsvac	['qy4gsvac', 'epzpua9t', 'ipon95io', 'tmgmqtjq', '3tlv2b5x']	1.0
10288	"""We confirm that adding school and university shutdowns to case isolation, household quarantine, and social distancing of over 70s would lead to more deaths compared with the equivalent scenario without the shutdowns of schools and universities."""	bqdvx458	['zv8xt1dd', '7qpwux9w', 'iu4p5k0w', 'l4y7v729', 'mkl7rvr6']	0.0
10289	Being confined indoors during the covid-19 pandemic could have made some children more near-sighted! Interesting new research in  analysing eye tests of more than 120,000 children in China.	0p6ewe6x	['akkwvf36', 'gdfvt4pu', 'mqu6d8sp', 'mpuhbr2p', 'wtxhbzr9']	0.0
10290	"""Our analysis shows the unfair distribution of COVID-19 testing compared to the disease burden between black and white communities in the St. Louis area, both across &amp; within zip codes."""	dsq8exly	['tr2139vg', 'cpbu3fv3', 'fm8koqjd', '1ke7wisc', 'm41w2007']	0.0
10291	also in manaus: our data reveal that &gt;70% of the population had been infected about 7 months after the virus first arrived. this is above theoretical herd immunity threshold. so natural antibodies or higher hit? both?	3kjckx8o	['u6a65x9h', 'ej9qbrt8', '06yuz5pn', '4hog76lx', 'mncip6jj']	0.0
10292	ivermectin lowered icu covid mortality by almost 50%. any questions? how much proof do you need?	r76tqrwz	['jkm496ip', '9wnkmn27', 'dc8z4jzo', '4pyx0xps', 'ultl3rpu']	0.0
10293	SARS-CoV-2 spike protein locked in the closed state triggers strong neutralizing reactions.	kq6rups8	['kq6rups8', 'z0hy52cu', 'gcku08s7', 'pibg1iw7', 'xdbtwiqw']	1.0
10294	an impressive amount of collaboration on the part of high school football coaches. anecdotal data from outdoor athletics is starting to come together. ex. (lack of) transmission data from rugby (note: b.1.1.7 &amp; ↑ community prevalence may ↑ transmission risk):	wbcl8cj9	['ca3h96bx', 'wbcl8cj9', 'w3kkizaq', '2u9eenwu', 'zueprmdz']	0.5
10296	"32% drop in physical activity from pre-pandemic to lockdown.  ""the pandemic has increased the urgency of developing novel ways of delivering pre-pandemic programmes and supporting patients remotely."" #copd"	wcyqks52	['oj278zls', 'a3lk2q02', '4udv0zkw', 'fnts8nhc', 'rw3l8nk8']	0.0
10297	2) Brazil has been severely impacted already. In Oct 2020, someone estimated Manaus 🇧🇷 had already potentially reached 76% already infected — some saying it’s basically been ravaged so hard, it’s now at herd immunity levels (getting there the dangerous way).	3kjckx8o	['0u14wypb', 'kjd2t69f', 'csflacrq', '06yuz5pn', '73oe5as9']	0.0
10298	the microbes present in our intestines have a significant impact on how severe our response to covid is. which perhaps goes some way to explaining why americans and brits have such high mortality rates. our diets are on average quite lacking in fresh vegetables and fruits.	k0f4cwig	['06yuz5pn', 'j5sj9b3d', 'vxmamhkx', 'lpqdnuil', 'aq6iypq1']	0.0
10299	"""COVID-19 vaccines engineered to produce neutralising antibodies may heighten vaccine recipients' susceptibility to more severe disease than if they weren't vaccinated."""	gw9hkw00	['gw9hkw00', 'ybcr7clp', 'di45k0dp', '18swtk61', 'q4zuslmp']	1.0
10300	"not peer reviewed yet, but...  ""while small benefits cannot be ruled out, we do not find substantial benefits on case growth of more restrictive npis [lockdowns]. similar reductions in case growth may be achievable with less restrictive measures."""	texmsvyt	['texmsvyt', 'fmgj3noh', 'f6rx4h3r', 'oijl3pjt', '2b2evno8']	1.0
10301	6-month outcomes of covid-19 in patients discharged from hospital: a cohort study #covid19 #longcovid	28fu4ptm	['lj37a4xn', 'qnuphz59', 'c2manjgx', '28fu4ptm', 'sy2i7qe0']	0.25
10302	Economic and social determinants of global COVID-19 mortalities: policy lessons for current and future pandemics	2yka2luy	['2yka2luy', 'jnwuu08w', 'rbau5dc2', '010vptx3', '0val27ca']	1.0
10303	another case study of a grocery in me (that didn't make it into my story) found over 20% of workers tested positive for covid (before the new variant) - 3/4 of whom were asymptomatic. that rate of positivity was 20x higher than the general population:	4pjfnund	['4pjfnund', 'gcr0i406', '2a12nsnl', '40hd9tg2', 'vwrhypnl']	1.0
10304	three-quarters attack rate of sars-cov-2 in the brazilian amazon during a largely unchecked epidemic	3kjckx8o	['3kjckx8o', '06yuz5pn', 'tstx42h7', 'b2fwktld', '944pn0k9']	1.0
10305	Covid is real. Lockdowns are ineffective... says Stanford. Evaluating mandatory stay-at-home and business closure impacts on the spread of Covid-19	texmsvyt	['texmsvyt', 'qmip3at7', 'fe456in0', 'samf1kwn', 'ajwhnmli']	1.0
10307	"""While minor benefits cannot be excluded, we do not find substantial benefits on case growth of more restrictive npis. Similar reductions in case growth may be achievable with less restrictive measures."""	texmsvyt	['texmsvyt', 'f6rx4h3r', 'fmgj3noh', '2b2evno8', 'oijl3pjt']	1.0
10308	Asymptomatic or presymptomatic sars-cov-2 transmission from people without covid-19 symptoms | infectious diseases | jama network open | jama network. upto 50% either asymptomatic or presymptomatic transmission	65efipbi	['dccymlie', '121p2shq', 'ftxgcgkb', 'vmmztj0a', '65efipbi']	0.2
10309	the new strain from brazil is from manaus the capital of the amazonas. 76% of the population have been infected and there is no slowdown in the mortality. recent mortality is around 150 deaths per day. this is the impact of herd immunity.	3kjckx8o	['u6a65x9h', 'm8xfza1d', '1ef8ac5c', 'ijoyk390', '4vjpu9t1']	0.0
10310	in patients with type 2 #diabetes at varying #cardiovascular &amp; renal risk, sgl1t2 inhibitors reduce mortality &amp; admission with #heartfailure more than glp-1 receptor agonists: network meta-analysis of rcts by	89fglwvk	['89fglwvk', 'tki4l0gb', 'dwcu6vyp', 'zspewf3p', '95wclabe']	1.0
10311	Controversy emerged on the use of ibuprofen due to the possibility of a poorer covid-19 outcome. Findings from this study revealed that pharmacogenomics research can be utilized to improve the comprehension of the treatment of covid-19 symptoms.	fnok2eoj	['t22hwoeb', 'l4u01fzk', 'bqdvx458', '34ulkvl4', 'y6jw3gws']	0.0
10312	Scientific article but very good. contrasts sars-cov2 with the endemic coronaviruses. forecasts that it will join them and become another common cold virus as immunity develops in the population from a combination of vaccination and natural infection. #covid19	di4p48ax	['e49rdu76', 'lzsbte0j', '2tax8ajw', 'vpih1wvs', 'mcw3ir3a']	0.0
10313	Virus evolution? no, virus decay! the law of genetic entropy rules and regulates virus genetics. this holds for corona viruses, for influenza viruses, all common well-studied viruses.	krh63hqp	['1t3o24u5', 'ty41xob0', '30r8zd0l', 'tc6btsdu', 'u92vlatc']	0.0
10314	📌cdc report: heightened transmissibility of b.1.1.7 variant necessitates stringent public health strategies. widespread use &amp; enhanced compliance with mitigation measures and vaccination are vital to decrease new cases and fatalities significantly in the forthcoming months.	0m76qrz8	['0m76qrz8', '1s8jzzwg', 'a2kill55', '1m1hi735', 'b97acsgn']	1.0
10316	A sex analysis of adolescent health policy documents in South Africa shows that boys are largely overlooked.	ykt09wpj	['ykt09wpj', 'klmhhvtc', 'b2rgb6h9', '0ygvjgj7', 'xxm6o1l1']	1.0
10317	for #indiacovidcrisis- the generic drug #fluvoxamine (uvox by abbott in india) has very compelling randomized trial evidence for treatment of #covid19:  preventing clinical deterioration and need for hospitalization.  #indiacovid19  #indianeedoxygen cc	q93luiw2	['ktm0akxd', '31idktk7', 'dblqryhy', 'd21lvneh', 'e0pz0z4j']	0.0
10318	this study demonstrates here that the airflow outside is excellent, as good as it gets! even without wind, &gt;&gt;&gt;100x better than in an office, and &gt;1000x better than in most homes. and a scoping review from university of canterbury (next tweet) shows us	r3w90vg8	['9x5k7we8', '4lk6gdc6', 'kt47i60w', 'yt7uqvno', 'l8zfuhzk']	0.0
10319	🆕 #pregnancy &amp; #covid19vaccine: study in nejm by  showing reassuring data with no apparent safety signals 👌 among #pregnant women who received mrna #covid-19 #vaccines 👍 no data available for #lupus #sle patients yet.	hp62t734	['ofw7lnr5', 'ebgu29uh', 'hp62t734', 'vpoqfm7d', 'yt2fp8zl']	0.3333333333333333
10320	#covid19 triggered unprecedented levels of food insecurity in the u.s. greenwall grantee and coauthors offer ethics guidance for food banks when need is urgent and resources are scarce in.	jjjgu3n0	['bgljm9q2', 'aq8ckfv7', 'n2pd1rck', '39dqjlly', 'ziyzdcmg']	0.0
10321	wellbeing of individuals facing co-occurring homelessness, incarceration, substance abuse, sex work and/or severe mental illness in high-income nations: a systematic review and meta-analysis. massive undertaking + great work by	5reb2q82	['5reb2q82', 'ug088fmh', 'khkw1hhv', 'mi6rnaad', 'ao6632cb']	1.0
10322	"why is the administration concealing this data?👇🏽  ""the practice of wearing face coverings has compromised safety and efficacy profile, both medical and non-medical face coverings are ineffective to reduce human-to-human transmission..."""	mkgszhkk	['a0q61mpi', 'mkgszhkk', 'wn98fql3', '9gn4jcu9', 'xtmn1n0r']	0.5
10323	Lupus anticoagulant solitary positivity at acute phase is not associated with venous thromboembolism or in-hospital mortality in COVID-19.	yfoxndf3	['yfoxndf3', 'd26v1k1y', 'yxu6d45m', '55vu6b3u', '0b1dbz6q']	1.0
10324	Effective outcomes with oral corticosteroids for patients with covid-19 in pulmonary inflammatory phase. successful outpatient experience during the collapse of belém do pará health system - brazil	waerqfzu	['waerqfzu', 'mumbnmgz', '34ulkvl4', 'b7w2n36j', 'xi17qo6z']	1.0
10325	cellular immunity triumphs! a new study showcases the robust nature and kinetics of t-cell priming by sars-cov-2 mrna vaccines. why does this matter? long-term antiviral immunity that is likely to guarantee lasting protection against sars-cov-2 infection!	71ixs3y4	['25jq098w', '9y9lkt4x', 'ouno4jpl', 'yy77zuu4', 'jbmzvljk']	0.0
10326	as i noted back in march, as more adults are vaccinated, the brunt of covid infections, fatalities and incapacitations will be borne by kids and teenagers who can't be. which was entirely predictable - and was pointed out by epidemiologists back in september.	6crputzl	['ohfi48d6', 'lbrpbhpg', 'bnhwbaqj', '0v55vvfd', 'oh23px9c']	0.0
10328	From the start, we discussed how crucial physical activity would be for enhancing COVID-19 results and how gyms were probably no riskier than other indoor facilities. The data keeps validating this.	ufk458to	['848jmwgc', 'pc2cnhjd', 'r6k0x9ei', 'k87kwyox', 'c00jgkpg']	0.0
10330	"""The grievances mentioned in the mask studies we discovered are surprisingly similar to those of sick building syndrome. temperature, carbon dioxide levels of the air, headaches, dizziness, fatigue &amp; itching also play a role in sick building syndrome"" #sbs"	0clp6zt6	['dczcruim', '0ogmwreb', '4ff2e17a', '5zn5mgi9', 'j3vpbk4q']	0.0
10331	The Pfizer vaccine = 96.8% effective against COVID-19. The Moderna vaccine = 98.6% effective against COVID-19.	1fdnbq1f	['q9bwvh0t', 'wkl3jyzn', 't2gbeb3c', 'z5jbjx59', '7a7oi5dt']	0.0
10332	Sustained drug-related reaction with eosinophilia and systemic symptoms (dress) triggered by low molecular weight heparins in COVID-19: management and precise diagnosis. #covid	e42jjatt	['e42jjatt', '6ti9w1pn', '8nil3u2k', 'tmgmqtjq', 'i6u1x0xq']	1.0
10334	This cohort study discovered that the COVID-19 pandemic in Australia was linked to a substantial rise in admissions of kids and teenagers to intensive care.	fg9cy17k	['fg9cy17k', '0n07fow0', '2y0sfjv4', '6i9yw83j', '39nzvid1']	1.0
10335	Several pathogens - not just covid - can be the tipping point for significant mental health &amp; neurological episodes including #psychosis #dementia #bipolar #anxiety - especially when severe  #immunopsychiatry	aodb3j1y	['lsvf3hl6', 'e1rl383p', 'y30na770', 'f5g3mcee', 'qj1v04cf']	0.0
